,Nombre,Edad,Notas_Matematicas,Notas_Ingles,Notas_Computacion
1824,Teresa Manning,21.0,66,87.0,55.0
1825,Thomas Wade,21.0,68,79.0,93.0
1826,Daniel Ward,23.0,69,33.0,85.0
1827,Jacqueline Roberts,20.0,39,40.0,41.0
1828,Stephanie Daniels,25.0,34,59.0,30.0
1829,Francisco Dean,19.0,76,85.0,35.0
1830,Nicole Lewis,24.0,74,80.0,32.0
1831,Holly Chavez,21.0,69,64.0,84.0
1832,Emily Nichols,25.0,76,84.0,64.0
1833,Haley Fleming,18.0,73,99.0,58.0
1834,Amanda Hendricks,25.0,90,90.0,65.0
1835,Jordan Holmes,20.0,40,75.0,57.0
1836,Jennifer Rodriguez,24.0,91,78.0,86.0
1837,Robert Perry,19.0,62,62.0,67.0
1838,Meagan Williams,19.0,54,75.0,55.0
1839,Edward Campbell,25.0,98,72.0,62.0
1840,Amanda Rodriguez,19.0,73,75.0,34.0
1841,Christine Long,25.0,69,70.0,91.0
1842,John Martinez,20.0,38,77.0,41.0
1843,Madeline Montgomery,20.0,46,85.0,30.0
1844,Ronnie Daniels,23.0,57,78.0,78.0
1845,Rebecca Carey,18.0,57,61.0,30.0
1846,Patricia Stevens,23.0,59,30.0,31.0
1847,Kelly Moore,25.0,51,78.0,100.0
1848,Vicki Green,23.0,39,61.0,58.0
1849,Steven Sampson,24.0,74,89.0,79.0
1850,James Berry,21.0,98,34.0,75.0
1851,Tammy Martinez,24.0,65,84.0,97.0
1852,Allison Erickson,19.0,44,44.0,69.0
1853,Andrew Garrison,19.0,86,72.0,84.0
1854,Robin Stout,20.0,30,63.0,50.0
1855,Mr. David Wolf,22.0,99,87.0,83.0
1856,Kathleen Powell,23.0,91,52.0,33.0
1857,Robert Brown,23.0,57,47.0,75.0
1858,Dr. Anna Morris,20.0,53,83.0,97.0
1859,Kenneth Baker,20.0,87,89.0,54.0
1860,Mitchell Petersen,19.0,60,50.0,83.0
1861,Steven Maddox,18.0,62,47.0,97.0
1862,Sabrina Hamilton,20.0,47,76.0,34.0
1863,Robert Gamble,19.0,62,93.0,34.0
1864,Tammy Warren,24.0,82,96.0,63.0
1865,Brandy Nelson,22.0,51,97.0,87.0
1866,Kathleen Bennett,21.0,62,48.0,44.0
1867,Carmen Skinner,18.0,94,32.0,82.0
1868,Candace Knight,19.0,71,72.0,49.0
1869,Nicole Jones,22.0,53,55.0,40.0
1870,Matthew Hartman,19.0,95,35.0,63.0
1871,Wayne Dougherty,20.0,83,36.0,96.0
1872,Theresa Price,19.0,41,99.0,65.0
1873,Patricia Cervantes,20.0,49,38.0,48.0
1874,Larry Davis,23.0,91,53.0,89.0
1875,Bryan Smith,24.0,37,89.0,74.0
1876,Ronald Foster,25.0,84,59.0,31.0
1877,Kristen Simon,22.0,60,38.0,53.0
1878,Patrick Johnson,22.0,54,32.0,30.0
1879,Nicholas Smith,22.0,95,64.0,81.0
1880,Stacy Adkins,24.0,57,76.0,91.0
1881,Brenda Esparza,21.0,74,89.0,54.0
1882,Dr. Zachary Smith,19.0,93,44.0,81.0
1883,Michael Ramirez,20.0,97,83.0,66.0
1884,Susan Harrison,20.0,38,91.0,81.0
1885,Joseph Johnson,23.0,88,69.0,64.0
1886,Matthew Brown,20.0,46,99.0,94.0
1887,Melissa Jenkins DVM,24.0,94,78.0,48.0
1888,Tyler Young,18.0,59,45.0,73.0
1889,Douglas Fischer,25.0,37,60.0,96.0
1890,Phillip Patterson,18.0,68,31.0,76.0
1891,Benjamin Powell,25.0,55,32.0,72.0
1892,Kelly Arnold,22.0,71,69.0,96.0
1893,Jessica Hamilton,22.0,65,69.0,89.0
1894,Deborah Morris,25.0,63,50.0,85.0
1895,Paul Lyons,22.0,36,43.0,59.0
1896,Gordon Mclaughlin,24.0,34,62.0,99.0
1897,Frederick Alexander,23.0,83,34.0,81.0
1898,Andrew Stephenson,18.0,80,82.0,61.0
1899,Beverly Ramirez,21.0,47,70.0,86.0
1900,Vanessa Melendez,23.0,59,44.0,49.0
1901,Ashley Flores,22.0,58,80.0,46.0
1902,Ana Ingram,18.0,87,86.0,87.0
1903,Anthony Velez,21.0,42,65.0,87.0
1904,Alexis Powell,25.0,62,50.0,75.0
1905,Dana Butler,21.0,49,50.0,89.0
1906,Randy Lindsey,19.0,47,30.0,95.0
1907,Michael Harrison,22.0,94,70.0,94.0
1908,Shelley Chaney,21.0,53,30.0,40.0
1909,Molly Chandler,18.0,38,74.0,57.0
1910,Kristen Marsh,18.0,59,96.0,40.0
1911,Joseph Hughes,22.0,80,81.0,65.0
1912,Jared Herring,19.0,74,34.0,56.0
1913,Donald Miller,25.0,36,100.0,49.0
1914,Javier Davis,24.0,50,38.0,66.0
1915,Teresa Ball,25.0,98,99.0,96.0
1916,Mr. Dustin Hudson,24.0,50,88.0,62.0
1917,Jeremiah Francis,20.0,35,84.0,33.0
1918,Jocelyn Collins,24.0,37,34.0,65.0
1919,John Bowman,25.0,41,97.0,30.0
1920,Ryan Wilson,18.0,96,87.0,32.0
1921,Sandra Daniels,22.0,87,43.0,49.0
1922,Kirsten Quinn,25.0,50,49.0,60.0
1923,David Newton,22.0,85,32.0,89.0
1924,Michelle Deleon,19.0,77,78.0,58.0
1925,Crystal Wyatt,19.0,40,59.0,86.0
1926,Ricardo Marshall,23.0,60,43.0,42.0
1927,David Davis,18.0,85,72.0,87.0
1928,Kathleen House,25.0,61,46.0,58.0
1929,Kevin Tapia,25.0,67,75.0,67.0
1930,Ashley Guerra,23.0,48,74.0,32.0
1931,John Campbell,18.0,54,99.0,60.0
1932,Tonya Singh,21.0,65,58.0,48.0
1933,Todd Martin,21.0,68,51.0,44.0
1934,Lauren Morris,22.0,63,100.0,64.0
1935,Rodney Chavez,24.0,95,58.0,88.0
1936,William Vargas,22.0,71,92.0,86.0
1937,Joseph Roberts,22.0,55,92.0,94.0
1938,Thomas Willis,19.0,65,52.0,59.0
1939,William Rogers,25.0,51,33.0,32.0
1940,Gabriella Davidson,18.0,34,77.0,41.0
1941,Jared Phillips,24.0,91,96.0,60.0
1942,Deborah Casey,23.0,46,95.0,61.0
1943,James Pierce,21.0,53,96.0,97.0
1944,Erica Johnson,19.0,89,93.0,75.0
1945,Tina Clark PhD,25.0,84,97.0,66.0
1946,Michelle Johnson,18.0,79,99.0,60.0
1947,Daniel Graham,18.0,47,64.0,40.0
1948,Meagan Torres,18.0,98,33.0,70.0
1949,Patricia Wilkerson,22.0,34,64.0,77.0
1950,Sarah Glover,19.0,30,60.0,90.0
1951,Suzanne Walton,19.0,71,86.0,83.0
1952,Erica Jones,20.0,89,96.0,34.0
1953,Haley Turner,22.0,64,45.0,67.0
1954,Brian Fernandez,19.0,98,40.0,34.0
1955,Allison Hanson,19.0,77,55.0,77.0
1956,Michael Singh,20.0,55,58.0,50.0
1957,Jeffrey Alexander,23.0,73,53.0,88.0
1958,Hannah Reynolds,22.0,50,66.0,48.0
1959,Cameron Barnett,19.0,84,73.0,55.0
1960,Kimberly Doyle,22.0,64,60.0,73.0
1961,Deborah Castillo,22.0,44,31.0,49.0
1962,Sean Morrow,21.0,32,68.0,72.0
1963,Stephen Shaffer,24.0,60,35.0,89.0
1964,Angelica Morgan,20.0,97,93.0,60.0
1965,Julie Vazquez,22.0,84,100.0,60.0
1966,Amanda Robinson,23.0,47,50.0,89.0
1967,Tiffany Thornton,22.0,77,54.0,30.0
1968,Mary Hodge,19.0,66,72.0,35.0
1969,Kristina Crawford,21.0,81,83.0,94.0
1970,Mrs. Stacy Jenkins,25.0,86,36.0,80.0
1971,Mary Walters,22.0,50,82.0,85.0
1972,Timothy Long,23.0,93,96.0,95.0
1973,Michelle Maxwell,18.0,37,37.0,93.0
1974,Tiffany Martinez,19.0,96,68.0,71.0
1975,Carrie Bell,22.0,33,76.0,36.0
1976,Kayla Burns,23.0,95,46.0,37.0
1977,Jason Bell,25.0,49,55.0,74.0
1978,Heather Mack,20.0,66,67.0,42.0
1979,Michael Walker,20.0,60,71.0,56.0
1980,Mark Chambers,22.0,78,39.0,50.0
1981,Veronica Griffin,24.0,78,57.0,56.0
1982,Amber Bailey,19.0,32,60.0,70.0
1983,Amanda Villanueva,23.0,81,75.0,59.0
1984,Ryan Walker,24.0,95,75.0,61.0
1985,Rhonda Thomas,23.0,70,44.0,98.0
1986,Gary Snow,22.0,96,81.0,54.0
1987,Adam Johnson,18.0,31,56.0,68.0
1988,Aaron Yoder,19.0,73,61.0,74.0
1989,Christine Watson,18.0,30,36.0,88.0
1990,Jennifer Miles,19.0,99,54.0,44.0
1991,Michael Lowe,22.0,95,70.0,45.0
1992,Kimberly Thomas,22.0,71,55.0,100.0
1993,Tony Gilbert,23.0,93,76.0,63.0
1994,Kathy James,18.0,39,76.0,90.0
1995,Nicole Bauer,22.0,36,74.0,32.0
1996,James Brown,23.0,52,77.0,85.0
1997,Melvin Armstrong,19.0,55,95.0,30.0
1998,Sean Cantu,24.0,75,69.0,79.0
1999,Craig Coleman,25.0,39,75.0,69.0
2000,Stephanie Grimes,24.0,40,33.0,95.0
2001,Judith Dominguez,23.0,50,80.0,39.0
2002,Kathy Hart,25.0,70,70.0,67.0
2003,David Johnson,18.0,58,83.0,54.0
2004,Crystal Berry,20.0,99,96.0,73.0
2005,Michael Miller,23.0,30,40.0,68.0
2006,Christian Joseph,24.0,35,97.0,54.0
2007,Ashley Miller,19.0,49,82.0,39.0
2008,Joshua Jones,19.0,61,88.0,80.0
2009,Jimmy Patton,25.0,43,44.0,45.0
2010,Sharon Johnson,22.0,91,69.0,52.0
2011,Sarah Gardner,21.0,77,90.0,68.0
2012,Amanda Wolf,18.0,37,39.0,61.0
2013,David Shea,19.0,90,70.0,53.0
2014,Shelly Woods,21.0,59,78.0,60.0
2015,Kevin Campos,25.0,76,67.0,46.0
2016,Deborah Flores,23.0,100,54.0,60.0
2017,Stephen Holland,20.0,79,39.0,93.0
2018,Mary Martinez,22.0,48,51.0,90.0
2019,Kevin Johnson,18.0,37,69.0,79.0
2020,Martin Smith,23.0,92,79.0,82.0
2021,Joe Howard,20.0,53,86.0,53.0
2022,Tara Hamilton,20.0,54,96.0,87.0
2023,Courtney Bauer,25.0,32,67.0,92.0
2024,Christina Grant,19.0,72,41.0,77.0
2025,Karen Lopez,21.0,36,33.0,81.0
2026,James Jackson,20.0,95,76.0,58.0
2027,Connor Kirk,21.0,71,100.0,66.0
2028,William Sullivan,25.0,57,30.0,69.0
2029,Bruce Wolfe,24.0,69,46.0,66.0
2030,Christine Riley,18.0,34,96.0,73.0
2031,Michele Rodriguez,21.0,85,83.0,90.0
2032,James Gray,24.0,86,34.0,68.0
2033,Peter Munoz,24.0,43,72.0,85.0
2034,Shannon Nichols,21.0,73,47.0,82.0
2035,Frances Weber,18.0,53,65.0,73.0
2036,Tracy Savage,20.0,98,69.0,99.0
2037,Sarah Small,22.0,31,91.0,50.0
2038,Nicholas Lee,25.0,65,86.0,46.0
2039,Maria Moore,21.0,56,80.0,98.0
2040,Chase Byrd,22.0,97,57.0,83.0
2041,Chelsea Miller,18.0,96,81.0,63.0
2042,Cindy Dean,22.0,63,90.0,73.0
2043,Charles Kennedy,23.0,89,57.0,72.0
2044,Steven Kemp,24.0,51,53.0,97.0
2045,Kevin Benitez,25.0,72,63.0,69.0
2046,Randy Thomas,25.0,98,34.0,78.0
2047,Harold Fitzgerald,23.0,65,42.0,70.0
2048,Joshua Finley,18.0,42,36.0,49.0
2049,Peter Horn,18.0,48,73.0,96.0
2050,Joseph Lyons,18.0,40,59.0,74.0
2051,Laurie Cummings,20.0,45,74.0,86.0
2052,Sharon Berry,24.0,52,40.0,74.0
2053,Anthony Guzman,25.0,76,56.0,50.0
2054,Brittney Allen,18.0,54,94.0,62.0
2055,Michael Coleman,18.0,100,48.0,76.0
2056,Shannon Love,23.0,92,89.0,32.0
2057,Brenda Cox,21.0,73,39.0,57.0
2058,Frank Richardson,18.0,100,60.0,64.0
2059,John Chan,21.0,55,42.0,65.0
2060,Sharon Jackson,24.0,51,83.0,71.0
2061,Erik Ross,22.0,36,70.0,33.0
2062,Faith Owens,25.0,46,80.0,33.0
2063,Daniel Weaver,22.0,83,88.0,60.0
2064,Melinda King,25.0,53,59.0,55.0
2065,Matthew Byrd,20.0,99,49.0,35.0
2066,Todd Allen,20.0,76,98.0,34.0
2067,Mr. Anthony Long,25.0,34,30.0,93.0
2068,Anthony Santos,22.0,61,60.0,77.0
2069,Kristopher Mcgrath,21.0,79,33.0,41.0
2070,Bryan Stephenson,20.0,64,58.0,63.0
2071,Stephen Contreras,20.0,86,42.0,64.0
2072,Nicolas Mclaughlin,23.0,60,59.0,80.0
2073,Desiree Dean,24.0,89,74.0,88.0
2074,Michelle Crosby,23.0,60,99.0,62.0
2075,Andrew Fisher,22.0,43,71.0,40.0
2076,Daniel Johnson,25.0,88,58.0,33.0
2077,Karen Henry,25.0,60,89.0,33.0
2078,Debra Ross,19.0,37,88.0,88.0
2079,Jamie Franco,25.0,59,48.0,98.0
2080,Ryan Johnson,23.0,34,86.0,54.0
2081,Selena Williams,25.0,83,62.0,57.0
2082,Wayne Williams,21.0,32,98.0,33.0
2083,Karen Johnson,24.0,47,93.0,66.0
2084,Amanda Clark,23.0,98,86.0,83.0
2085,Jennifer Alvarado,19.0,51,70.0,83.0
2086,Mark Kelly,23.0,77,34.0,44.0
2087,Blake Robertson,23.0,37,65.0,80.0
2088,Ashley Michael,25.0,77,93.0,48.0
2089,Cheryl Evans,20.0,46,44.0,97.0
2090,Brianna Hensley,18.0,69,72.0,49.0
2091,Kimberly Martinez,19.0,80,88.0,66.0
2092,April Harvey,23.0,59,35.0,90.0
2093,Danielle Morales,21.0,53,78.0,56.0
2094,John Wall,21.0,59,98.0,41.0
2095,Noah Morales,23.0,99,79.0,80.0
2096,Zachary Rodriguez,21.0,58,86.0,73.0
2097,Kerry Hawkins,18.0,99,34.0,86.0
2098,William Dominguez,22.0,65,68.0,48.0
2099,April Jackson,24.0,52,70.0,42.0
2100,Johnathan Suarez,18.0,99,77.0,67.0
2101,Antonio Harris,23.0,36,45.0,83.0
2102,Miss Diane Grant,23.0,30,87.0,63.0
2103,Gary Henson,18.0,69,83.0,69.0
2104,Gordon Zimmerman,24.0,67,40.0,33.0
2105,Karen Pitts,19.0,49,35.0,68.0
2106,Carlos Perez,23.0,46,93.0,90.0
2107,Anthony Frazier,19.0,97,83.0,72.0
2108,Dana English,22.0,77,96.0,91.0
2109,Sean Cross,24.0,35,40.0,90.0
2110,Jessica Ball,23.0,90,38.0,33.0
2111,Rebekah Nelson,24.0,54,62.0,60.0
2112,Kelly Diaz,24.0,47,53.0,67.0
2113,Andrew Richards,24.0,56,65.0,66.0
2114,Madison Davis,20.0,75,81.0,43.0
2115,Cynthia Collins,22.0,69,44.0,50.0
2116,Robert Shields,21.0,35,87.0,43.0
2117,Haley Smith,25.0,85,57.0,64.0
2118,Tammy Melton,21.0,47,74.0,68.0
2119,Angela Turner,21.0,67,73.0,63.0
2120,Tiffany Smith,21.0,63,95.0,92.0
2121,Lisa Flowers,23.0,48,87.0,56.0
2122,Nichole Clark,19.0,60,37.0,50.0
2123,Victoria Ward,24.0,40,38.0,84.0
2124,Barbara Jordan,20.0,60,78.0,70.0
2125,Carolyn Williams,25.0,60,68.0,62.0
2126,James David,21.0,64,31.0,35.0
2127,Connor Foster,20.0,39,99.0,53.0
2128,Jean Johnson,20.0,87,62.0,96.0
2129,William Foster,24.0,30,32.0,74.0
2130,Chad Davis,23.0,30,62.0,35.0
2131,Latoya Miller,24.0,90,55.0,84.0
2132,Patricia Anderson,24.0,50,62.0,86.0
2133,Jesse Mccall,25.0,71,68.0,84.0
2134,Stephanie Wallace,20.0,83,56.0,43.0
2135,Samuel Perez,23.0,54,80.0,35.0
2136,Donald Myers,25.0,40,63.0,89.0
2137,Christina Smith,24.0,34,96.0,100.0
2138,Erin Barnes,24.0,31,92.0,46.0
2139,Casey Olson,24.0,54,91.0,58.0
2140,Michael Clark,23.0,72,43.0,47.0
2141,Joseph Jackson,21.0,38,41.0,78.0
2142,Crystal Combs,20.0,51,90.0,83.0
2143,Carolyn Dominguez,20.0,58,86.0,90.0
2144,Rodney Adkins,24.0,68,86.0,86.0
2145,Christopher Mason,22.0,84,76.0,97.0
2146,Michael Hart,22.0,69,43.0,30.0
2147,Mark Christian,19.0,48,62.0,43.0
2148,Timothy Anderson,19.0,82,95.0,64.0
2149,Jacqueline Medina,22.0,71,92.0,45.0
2150,Daniel Price,23.0,75,30.0,60.0
2151,Omar Hunt,18.0,69,69.0,63.0
2152,William Aguirre,22.0,99,45.0,65.0
2153,Megan Estrada,21.0,66,50.0,87.0
2154,Mark Miller,21.0,91,34.0,42.0
2155,Rachel Macdonald,24.0,83,50.0,85.0
2156,Kenneth York,23.0,47,33.0,78.0
2157,Ebony Holden,22.0,71,99.0,52.0
2158,Christopher Trujillo,18.0,32,54.0,55.0
2159,Nicole Rush,20.0,49,69.0,66.0
2160,Amber Rodriguez,23.0,35,71.0,83.0
2161,Michael Scott,25.0,36,78.0,93.0
2162,Christopher Keller,23.0,79,84.0,44.0
2163,Terri Johnson,24.0,42,73.0,97.0
2164,John Fox,23.0,86,85.0,41.0
2165,Christina Henderson,20.0,82,66.0,98.0
2166,Anna Jones,23.0,93,58.0,90.0
2167,Brandon Turner,20.0,56,91.0,100.0
2168,Benjamin Thornton,22.0,93,58.0,41.0
2169,Marissa Ibarra,20.0,90,86.0,97.0
2170,Jill Mahoney,20.0,79,39.0,72.0
2171,Jeffrey Dixon,22.0,39,63.0,46.0
2172,Bruce Franco,23.0,72,58.0,75.0
2173,Jimmy Saunders,21.0,66,85.0,51.0
2174,Katelyn Ross,18.0,81,58.0,46.0
2175,Michaela Hernandez,19.0,50,82.0,89.0
2176,Katrina Gray,25.0,86,93.0,59.0
2177,Sharon Wilson,18.0,72,96.0,82.0
2178,Wayne Ortega,19.0,91,99.0,77.0
2179,Larry Howard,21.0,43,88.0,41.0
2180,Andrew Berry,18.0,79,49.0,58.0
2181,Robert Ponce,21.0,70,64.0,36.0
2182,Megan Rowe,18.0,63,33.0,74.0
2183,David Nash,24.0,51,92.0,51.0
2184,Travis Patton,19.0,73,83.0,59.0
2185,Karl Long,24.0,91,84.0,85.0
2186,Carolyn Jackson,23.0,63,76.0,31.0
2187,Michael Bennett,23.0,67,75.0,96.0
2188,Tracy Skinner,19.0,80,82.0,32.0
2189,Kathryn Andersen,20.0,89,71.0,39.0
2190,Andrew Morgan,24.0,71,32.0,60.0
2191,Troy Boyd,25.0,76,36.0,61.0
2192,Brian Camacho,21.0,92,69.0,39.0
2193,Kenneth Herrera,19.0,33,65.0,46.0
2194,Courtney Thornton,19.0,72,87.0,33.0
2195,Judith Long,20.0,93,87.0,82.0
2196,Catherine Golden,19.0,97,93.0,65.0
2197,Jonathan Mcguire MD,18.0,87,47.0,60.0
2198,Patrick Burke,22.0,56,59.0,91.0
2199,Rhonda Hernandez,24.0,30,62.0,66.0
2200,Rebecca Warren,21.0,81,63.0,81.0
2201,Claudia Hall,24.0,77,32.0,44.0
2202,Parker Santana,21.0,62,58.0,88.0
2203,Mary Winters,21.0,64,36.0,71.0
2204,Deborah Allen,19.0,72,53.0,69.0
2205,Candace Lee,22.0,52,93.0,67.0
2206,Keith Mullen,22.0,81,75.0,63.0
2207,Jacqueline Taylor,23.0,33,84.0,40.0
2208,Dorothy Robertson,24.0,97,97.0,79.0
2209,Matthew Becker,18.0,43,38.0,43.0
2210,Marvin Lowery,23.0,58,72.0,71.0
2211,Angela Gonzalez,18.0,55,79.0,64.0
2212,Savannah Sheppard,20.0,85,47.0,99.0
2213,Ronald Sanchez,23.0,79,42.0,62.0
2214,Mrs. Danielle Francis MD,23.0,79,47.0,30.0
2215,Juan Larson,25.0,58,97.0,79.0
2216,Annette Williams,24.0,44,54.0,68.0
2217,James Cole,21.0,71,72.0,65.0
2218,Lori Maynard,18.0,81,31.0,81.0
2219,Ruth Jordan,22.0,44,33.0,71.0
2220,Jeffrey Andrade,18.0,34,73.0,91.0
2221,Nathan Hensley,21.0,89,59.0,89.0
2222,Robert Chapman,23.0,39,63.0,84.0
2223,Lori Lopez,24.0,72,78.0,51.0
2224,Ashley Zimmerman,23.0,70,43.0,90.0
2225,Jessica Chang,20.0,68,66.0,37.0
2226,Daniel Price,22.0,68,57.0,85.0
2227,Michael Morrison,23.0,65,42.0,41.0
2228,Susan Proctor,25.0,60,65.0,75.0
2229,Jessica Lopez,18.0,69,88.0,90.0
2230,Paula Thornton,19.0,55,51.0,91.0
2231,Cindy Combs,21.0,76,76.0,51.0
2232,Bobby Gray,20.0,55,53.0,83.0
2233,Patrick Smith,22.0,57,30.0,30.0
2234,Sharon Khan,20.0,73,38.0,71.0
2235,Rebecca Mullen,18.0,32,73.0,31.0
2236,Jeffrey Pacheco,18.0,64,70.0,53.0
2237,Robert Howard,19.0,65,51.0,40.0
2238,Jane Bradshaw,18.0,58,46.0,66.0
2239,Jeanne Nash,21.0,83,90.0,68.0
2240,Gary Hopkins,20.0,75,70.0,56.0
2241,Deanna Carter,22.0,70,43.0,96.0
2242,Erin Rice,23.0,80,49.0,45.0
2243,Laura Gomez,18.0,64,84.0,93.0
2244,Isaiah Meyer,20.0,40,42.0,91.0
2245,Jonathan Franklin,25.0,67,69.0,49.0
2246,Nicholas Wright,22.0,57,95.0,40.0
2247,Tiffany Reeves,21.0,86,85.0,31.0
2248,Doris Jackson,24.0,30,38.0,72.0
2249,Kristen Ferguson,22.0,63,95.0,81.0
2250,Crystal Koch,21.0,88,90.0,89.0
2251,Amanda Gonzalez,19.0,66,43.0,50.0
2252,Nicole Robinson,24.0,83,91.0,79.0
2253,Kyle Henderson,25.0,78,82.0,93.0
2254,Austin Parrish,24.0,69,33.0,55.0
2255,Cynthia Wright,18.0,57,77.0,72.0
2256,Ryan Murphy,25.0,50,63.0,68.0
2257,Elizabeth Hodge,23.0,66,99.0,58.0
2258,Michael Torres,25.0,57,80.0,58.0
2259,Joseph Pena,20.0,30,49.0,83.0
2260,Kenneth Kane,25.0,65,65.0,60.0
2261,Karen Williams,19.0,91,36.0,77.0
2262,Walter Molina,21.0,84,38.0,60.0
2263,Donald Hawkins,23.0,95,78.0,82.0
2264,Melissa Hale,24.0,32,47.0,38.0
2265,Mark Hernandez,22.0,94,45.0,50.0
2266,Veronica Jackson,18.0,87,58.0,73.0
2267,Timothy Munoz,21.0,83,51.0,93.0
2268,Jennifer Gomez,25.0,50,66.0,56.0
2269,Joanna Grant,25.0,77,42.0,91.0
2270,Darren Clarke,25.0,98,100.0,96.0
2271,Amy Tran,21.0,95,40.0,88.0
2272,Bradley Simpson,22.0,78,54.0,78.0
2273,Stephanie Byrd,22.0,87,73.0,93.0
2274,Cheryl Fisher,22.0,33,85.0,41.0
2275,Melanie Hughes,19.0,92,79.0,32.0
2276,Danielle Pearson,25.0,51,66.0,42.0
2277,Keith Ortiz,23.0,64,75.0,37.0
2278,Marc Sims,22.0,68,30.0,99.0
2279,Danielle Clark,21.0,41,67.0,39.0
2280,Patricia Terry,18.0,100,59.0,62.0
2281,Stephanie Gross DDS,24.0,98,52.0,88.0
2282,Regina Hernandez,23.0,40,65.0,41.0
2283,Emma Myers,20.0,70,94.0,87.0
2284,Joshua Williams,18.0,62,79.0,91.0
2285,Mrs. Monica Carter,25.0,90,70.0,46.0
2286,Brett Ellis,20.0,33,61.0,35.0
2287,Kelli Nguyen,22.0,32,55.0,47.0
2288,Katie Benitez,23.0,84,69.0,89.0
2289,Rodney Knight,23.0,39,71.0,43.0
2290,Jason Hanson,23.0,44,32.0,96.0
2291,Jessica Henderson,21.0,34,94.0,91.0
2292,Darrell Rhodes,20.0,38,85.0,86.0
2293,Terry Saunders,23.0,67,69.0,33.0
2294,Mark Mcdonald,24.0,50,71.0,81.0
2295,Justin Estrada,21.0,78,60.0,33.0
2296,Olivia Green,18.0,55,88.0,80.0
2297,Angela Reed,20.0,78,78.0,96.0
2298,Linda Stewart,18.0,35,36.0,68.0
2299,David Wilson,22.0,31,95.0,47.0
2300,Courtney Long,21.0,56,55.0,42.0
2301,Diane Thompson,22.0,41,97.0,68.0
2302,James Walton,22.0,39,92.0,40.0
2303,Virginia Weber,23.0,64,42.0,88.0
2304,Thomas Moore,19.0,31,41.0,58.0
2305,Heather Faulkner,18.0,36,89.0,67.0
2306,William Guzman,22.0,83,60.0,97.0
2307,Kyle Lawson,21.0,98,78.0,89.0
2308,Beth Monroe,22.0,81,72.0,71.0
2309,Amanda Parsons,20.0,52,61.0,79.0
2310,Megan Rodriguez,22.0,80,69.0,54.0
2311,Sarah Jones,22.0,73,81.0,43.0
2312,Brittany Lopez,22.0,67,41.0,30.0
2313,Suzanne Garcia,19.0,52,36.0,32.0
2314,Erik Rowe,18.0,97,75.0,91.0
2315,Roberta Martin,19.0,49,40.0,55.0
2316,Ethan Kelly,24.0,82,72.0,49.0
2317,Antonio Waters,20.0,70,43.0,91.0
2318,Brandi Williams,24.0,72,72.0,98.0
2319,Laura Dougherty,24.0,77,88.0,90.0
2320,Carol Vasquez,21.0,77,88.0,30.0
2321,Johnny Roy,21.0,67,46.0,44.0
2322,Randy Jensen,23.0,92,62.0,31.0
2323,Derrick Cochran MD,18.0,95,36.0,46.0
2324,Cynthia Sharp,21.0,68,64.0,89.0
2325,Devin Jimenez,23.0,99,39.0,96.0
2326,Steven Johnson,25.0,45,56.0,60.0
2327,Gerald Gill,22.0,57,30.0,41.0
2328,Mr. Ralph Wilson PhD,20.0,74,63.0,65.0
2329,Jessica Griffith,22.0,69,59.0,33.0
2330,Tina Perez,23.0,60,55.0,40.0
2331,Bruce Lara,20.0,50,78.0,81.0
2332,Billy Davis,21.0,74,94.0,87.0
2333,Gregory Price,23.0,37,58.0,79.0
2334,Jeffery Howell,19.0,85,73.0,70.0
2335,Patricia Black,23.0,34,34.0,73.0
2336,Richard Bates,19.0,95,59.0,51.0
2337,Thomas Lee,22.0,84,60.0,51.0
2338,Christina Gross,22.0,48,93.0,75.0
2339,Joseph Collins,21.0,43,65.0,93.0
2340,Jose Johnson,20.0,97,67.0,72.0
2341,Stephanie Griffin MD,19.0,81,79.0,83.0
2342,Ryan Fletcher,24.0,89,88.0,54.0
2343,Brian Yang,23.0,85,99.0,39.0
2344,Erica Thompson,20.0,97,32.0,39.0
2345,Angela Shaw,22.0,78,56.0,69.0
2346,Jason Ford,24.0,81,50.0,73.0
2347,Henry Welch,22.0,86,78.0,64.0
2348,Teresa Clark,23.0,75,38.0,51.0
2349,John Cooper,22.0,77,69.0,35.0
2350,Larry Andersen,20.0,38,100.0,30.0
2351,Richard Mclaughlin DDS,18.0,58,52.0,96.0
2352,Tamara Ruiz,25.0,38,32.0,85.0
2353,Deborah Ray,23.0,77,57.0,89.0
2354,Kathleen Woods,25.0,43,75.0,30.0
2355,Joel Marks,24.0,97,91.0,66.0
2356,Lauren White,23.0,36,76.0,88.0
2357,Juan Berger,22.0,75,91.0,65.0
2358,Lisa Jones,22.0,81,73.0,34.0
2359,Alyssa Rangel,21.0,71,86.0,62.0
2360,Angela Burns,24.0,30,55.0,74.0
2361,Joseph Hayes,25.0,82,51.0,77.0
2362,Brett Chavez,20.0,80,81.0,56.0
2363,Kylie Colon,19.0,99,57.0,32.0
2364,David Edwards,23.0,38,65.0,50.0
2365,Elizabeth Wright,25.0,91,43.0,38.0
2366,Timothy Pope,21.0,38,65.0,59.0
2367,Jose Hardin,22.0,60,31.0,55.0
2368,Duane Williams,20.0,42,78.0,61.0
2369,Lawrence Lee,19.0,70,66.0,94.0
2370,Kimberly Garcia,25.0,49,90.0,62.0
2371,Brian Bowman,23.0,44,47.0,99.0
