Nombre,Edad,Notas_Matematicas,Notas_Ingles,Notas_Computacion
Brian Morgan,25.0,70,,64.0
Pamela Abbott,20.0,96,76.0,68.0
Mario Shelton,19.0,98,99.0,63.0
Peter Cruz,21.0,92,41.0,98.0
Haley Evans,22.0,97,35.0,48.0
Tiffany Brock,23.0,68,39.0,77.0
Yesenia Baxter,18.0,85,73.0,38.0
Michelle Watson,24.0,95,97.0,50.0
Mary Moore,25.0,44,61.0,45.0
Martha Kirby,21.0,42,74.0,50.0
Rose Medina,20.0,76,31.0,63.0
Kyle Stokes,24.0,93,38.0,84.0
Alicia Davis,18.0,56,73.0,93.0
Lauren Garcia,23.0,86,39.0,58.0
Victor Mueller,25.0,88,71.0,81.0
Michael Pearson,18.0,89,67.0,47.0
Megan Smith,22.0,71,61.0,55.0
Krystal Reynolds,20.0,39,61.0,64.0
Jeffrey Perez,18.0,96,47.0,58.0
Bryan Taylor,25.0,64,81.0,92.0
Jason Silva,22.0,30,50.0,56.0
Charles Alexander,23.0,33,40.0,35.0
Kimberly Walters,20.0,68,41.0,55.0
Stephanie Mendoza MD,20.0,48,32.0,69.0
Diane Farmer,21.0,43,40.0,96.0
Michael Bennett,25.0,31,30.0,66.0
Sharon Owens,23.0,59,55.0,58.0
Kyle Miller,22.0,98,53.0,75.0
Neil Wilson,21.0,35,69.0,50.0
Melanie Carpenter,22.0,46,76.0,100.0
Brittany Henderson,20.0,84,65.0,48.0
Ashley Sweeney,25.0,37,76.0,97.0
Brittany Nguyen,21.0,60,30.0,56.0
Christopher Williams,19.0,65,57.0,98.0
Susan Williams,21.0,82,99.0,74.0
Victoria Vasquez,23.0,42,52.0,43.0
Robert Mahoney,24.0,91,51.0,61.0
Casey Moody,25.0,40,35.0,67.0
Hannah Smith,24.0,66,45.0,56.0
Catherine Baldwin,25.0,40,40.0,40.0
Richard Williams,21.0,77,85.0,41.0
Charles Green,24.0,60,32.0,32.0
Renee Rojas,18.0,52,32.0,60.0
David Collins,22.0,34,32.0,64.0
James Richardson,22.0,34,57.0,32.0
Elizabeth Soto,24.0,96,89.0,86.0
Daniel Freeman,22.0,46,75.0,30.0
Danielle Hayes,25.0,96,37.0,71.0
Billy Durham,20.0,65,72.0,36.0
Sally Grant,23.0,51,90.0,86.0
Danielle Martin,23.0,48,79.0,46.0
Mark Olson,23.0,58,80.0,47.0
Mary Washington,19.0,62,70.0,99.0
Debra Reeves,25.0,78,84.0,41.0
Donna Miller,25.0,62,36.0,61.0
Lisa Farrell,22.0,95,88.0,96.0
Robert Bell,22.0,39,87.0,48.0
Brian Martin,21.0,44,81.0,47.0
Jennifer Walls,20.0,47,76.0,38.0
George Cook,24.0,44,97.0,72.0
Suzanne Carney,23.0,71,99.0,30.0
Anthony Williams,19.0,88,53.0,81.0
Ann Smith,21.0,57,79.0,85.0
Alexandria Cook,20.0,62,30.0,82.0
Paula Vasquez DDS,22.0,84,33.0,32.0
Christina Ellis,22.0,79,51.0,89.0
Christopher Park,19.0,89,93.0,61.0
Nathaniel Monroe,25.0,92,36.0,92.0
Nicole Estrada,22.0,94,100.0,99.0
Lori Sullivan,25.0,49,55.0,40.0
Teresa Murphy,20.0,91,43.0,64.0
Shelley Hughes,22.0,82,83.0,86.0
Duane Garcia,19.0,85,44.0,41.0
Erika Jones,21.0,65,30.0,74.0
Steven Cox,18.0,74,100.0,33.0
Anthony Russell MD,25.0,40,55.0,56.0
Valerie Perez,19.0,36,90.0,88.0
Gary Thomas,24.0,70,74.0,97.0
Katrina Johnson,18.0,73,83.0,80.0
Sean Williams,24.0,55,34.0,31.0
Joshua Stout,24.0,72,98.0,90.0
Alan Clark,23.0,39,100.0,90.0
Lisa Hill,18.0,41,53.0,77.0
Veronica Martin,22.0,57,33.0,41.0
Tracy Walker,24.0,80,66.0,76.0
Christopher Gilbert,24.0,85,67.0,44.0
Jasmine Anderson,23.0,57,87.0,90.0
Christopher Holloway,21.0,85,66.0,67.0
Paul Moyer,24.0,52,74.0,72.0
Katelyn Snyder,24.0,38,95.0,64.0
Robert Clark,20.0,34,93.0,76.0
Brian Gilbert,21.0,40,39.0,50.0
Bryan Mccormick,19.0,86,89.0,80.0
Dylan Wright,25.0,49,68.0,63.0
Michael Wilkins,20.0,76,79.0,44.0
Samantha Gray,21.0,87,37.0,56.0
Savannah Parrish,23.0,85,82.0,71.0
Amy Murray,21.0,62,73.0,83.0
Donna Wilson,22.0,73,76.0,32.0
Mrs. Ashley Chandler,21.0,93,81.0,65.0
Michele Gallegos,19.0,53,32.0,76.0
Christopher Beard,18.0,34,76.0,78.0
David Gallagher,19.0,89,78.0,34.0
Angelica Esparza,22.0,60,92.0,31.0
Johnny Lee,25.0,83,47.0,97.0
Cynthia Nguyen,19.0,50,68.0,36.0
Leslie Mclean,18.0,82,35.0,84.0
Matthew Rose,19.0,88,65.0,39.0
Carlos Pierce,23.0,70,93.0,86.0
Peter Miller,22.0,72,48.0,91.0
Yolanda Santos,22.0,62,94.0,94.0
Shawn Shaw DVM,22.0,99,37.0,83.0
Jenna Palmer,23.0,64,97.0,64.0
Michael Bradford,20.0,57,44.0,63.0
Jody Molina,25.0,86,79.0,94.0
Dr. Rachel Lawson,23.0,86,82.0,40.0
Alicia Sanders,25.0,43,44.0,73.0
Isaiah Coleman,24.0,49,44.0,74.0
Robert Perez,20.0,99,59.0,45.0
Jerome Coleman,18.0,88,93.0,88.0
Joshua Lynn,25.0,46,38.0,83.0
Jessica West,21.0,51,68.0,64.0
Robert Gallagher,24.0,58,76.0,86.0
Christopher Reed,23.0,89,91.0,96.0
Jamie Olson,18.0,44,85.0,57.0
Richard Ortega,18.0,96,55.0,94.0
Anna Proctor,23.0,57,52.0,60.0
Mr. James Rosales,22.0,54,90.0,87.0
Sherry Hayes,21.0,44,39.0,52.0
Tyler Garner,19.0,82,37.0,90.0
James Walker,18.0,67,47.0,90.0
Hunter Hudson,21.0,47,95.0,69.0
Tiffany Preston,23.0,53,86.0,56.0
Yolanda Miller,21.0,47,93.0,34.0
Susan Jones,19.0,44,78.0,35.0
Bridget Smith,18.0,42,34.0,54.0
Jennifer Lowe,20.0,56,73.0,71.0
Chase Powers,21.0,95,33.0,85.0
Mr. Clinton Austin,24.0,77,71.0,65.0
David Gibson,20.0,49,62.0,48.0
Dr. Kimberly Welch,21.0,42,62.0,92.0
Justin Ross,19.0,39,82.0,90.0
Brandi Brown,25.0,77,69.0,43.0
Randy Garcia,18.0,51,43.0,62.0
Mark Finley DDS,22.0,90,48.0,66.0
Blake Sharp,22.0,65,46.0,75.0
Lisa Wolfe,23.0,67,34.0,44.0
James Rivera,24.0,75,52.0,72.0
Michael Schneider,20.0,67,46.0,92.0
Miss Christine Garner,23.0,34,76.0,91.0
James David,22.0,66,47.0,92.0
Tonya Davenport,21.0,65,76.0,58.0
Samantha Waters,23.0,78,76.0,100.0
Beverly Waters,18.0,100,58.0,77.0
Brandon Gomez,19.0,49,33.0,63.0
Jonathan Wells,18.0,65,39.0,73.0
Jeremy Miller,25.0,79,34.0,75.0
Melinda Cooper,18.0,56,83.0,62.0
Robert Bell,20.0,89,63.0,38.0
Stephen Williams,24.0,92,98.0,86.0
Michael Pena,19.0,86,71.0,79.0
Brittany Smith,22.0,82,84.0,93.0
Mr. Kevin Hughes,22.0,79,39.0,86.0
Monique Carter,18.0,43,63.0,95.0
Rebecca Daniel,22.0,87,87.0,92.0
Rebecca Lin,25.0,40,51.0,34.0
Ian Gomez,23.0,80,39.0,56.0
Lori Banks,24.0,73,89.0,92.0
Shelby Oneal,18.0,93,43.0,57.0
Jeffrey Griffin,22.0,73,93.0,80.0
Margaret Tran,21.0,56,48.0,81.0
Tiffany Kline,24.0,83,79.0,69.0
Rodney Wise,24.0,50,78.0,51.0
Daniel Clayton,23.0,57,87.0,73.0
Frank Levy,21.0,42,83.0,87.0
Amy Snow,20.0,44,53.0,56.0
Taylor Wade PhD,25.0,48,54.0,82.0
Christine Murillo,25.0,83,56.0,87.0
Heather Coffey,19.0,35,97.0,71.0
Janice Marshall,19.0,45,39.0,64.0
Nicole Rodriguez,25.0,90,81.0,69.0
Elizabeth Hunter,22.0,67,80.0,45.0
Darren Pearson,22.0,50,39.0,82.0
Stephanie Foster,20.0,47,33.0,99.0
Aaron Smith,21.0,65,31.0,64.0
Sophia Porter,24.0,44,75.0,73.0
Karen Miles,22.0,80,78.0,73.0
Carlos Lamb,21.0,92,99.0,45.0
Elizabeth Johnson,19.0,54,46.0,60.0
Richard Hill,25.0,46,46.0,36.0
Kristin Jackson DDS,22.0,58,68.0,88.0
Michael Allen,24.0,55,64.0,75.0
Beth Rasmussen,23.0,65,43.0,38.0
Edward Blanchard,22.0,81,87.0,51.0
Christine Torres,21.0,63,34.0,96.0
Joseph Hernandez,25.0,41,42.0,42.0
Alan Webb,24.0,99,74.0,54.0
Jessica Evans,25.0,66,46.0,37.0
Andrew Turner,22.0,37,98.0,87.0
Justin Davis,19.0,94,78.0,79.0
Timothy Carlson,25.0,66,51.0,49.0
Patrick Martin,20.0,73,32.0,61.0
Brooke Williams,23.0,80,91.0,55.0
Cheryl Lopez,19.0,94,31.0,80.0
Christine Murillo,19.0,52,75.0,33.0
Stephanie Ramirez,18.0,31,76.0,69.0
Judith Thompson,23.0,68,82.0,54.0
Austin Foster,21.0,58,33.0,48.0
Kimberly Lynch,18.0,62,73.0,52.0
Jeffrey Green,24.0,49,32.0,83.0
Anthony Griffin,18.0,99,44.0,67.0
Jennifer Becker,19.0,65,69.0,95.0
Stephen Cunningham,20.0,67,50.0,45.0
Ashley Hernandez,23.0,55,79.0,78.0
Derek Nichols,25.0,47,68.0,80.0
Kari Reed,24.0,36,90.0,94.0
Dorothy Peterson,23.0,44,33.0,63.0
Michael Barrett,19.0,96,81.0,87.0
Adam Hampton,20.0,67,50.0,71.0
Kayla Williams,19.0,67,75.0,53.0
Amanda Hammond,20.0,76,97.0,92.0
Emily Ford,24.0,96,47.0,67.0
Lindsey Watson,22.0,89,36.0,77.0
Wesley Roberts,21.0,96,54.0,76.0
Benjamin Spears,24.0,81,56.0,40.0
Mr. Richard Harper,23.0,83,53.0,47.0
Bradley Durham,22.0,44,49.0,37.0
Brandi Martin,23.0,37,84.0,48.0
Devin Knight,22.0,82,59.0,61.0
Joel Mcdowell,25.0,93,46.0,100.0
Christopher Davis,22.0,90,83.0,54.0
Jessica Thomas,22.0,46,61.0,52.0
Shane Mccoy,23.0,87,87.0,55.0
Sara Joseph,18.0,52,51.0,80.0
Ronald Moore,22.0,70,32.0,48.0
Peter Estes,21.0,48,50.0,95.0
Melissa Bauer,23.0,91,81.0,68.0
Sara Wilson,20.0,50,76.0,38.0
Kevin Rose,25.0,86,88.0,96.0
Paul Oliver,23.0,93,38.0,74.0
Scott Taylor,25.0,45,44.0,90.0
Richard Alexander,20.0,54,62.0,79.0
Vincent Butler,18.0,49,41.0,64.0
Paul Roman,21.0,41,49.0,79.0
Christopher Thompson,21.0,56,80.0,83.0
Tracy Jackson,21.0,57,55.0,77.0
Justin Glenn,18.0,96,51.0,73.0
Amy Bailey,23.0,57,51.0,68.0
Lisa Mcguire,25.0,92,78.0,78.0
John Williams,25.0,45,92.0,34.0
Melissa Patterson,20.0,34,88.0,54.0
Matthew Hansen,19.0,68,84.0,75.0
Derek Watts,22.0,97,59.0,44.0
Christine Harris,25.0,41,42.0,96.0
Amy Drake,18.0,62,55.0,97.0
Jessica Peters,19.0,93,61.0,49.0
David Lopez,22.0,99,61.0,60.0
Alexander Stephens,20.0,48,48.0,36.0
Derek Lin,25.0,47,52.0,34.0
Jared Atkins,19.0,76,42.0,68.0
Samuel Griffin,24.0,63,78.0,77.0
Amy Mcintosh,19.0,45,91.0,41.0
Melody Vaughan,20.0,53,87.0,82.0
Summer Taylor,18.0,77,55.0,47.0
Christopher Fleming,19.0,51,89.0,64.0
Jeffrey Fox,21.0,95,68.0,66.0
Patricia Harrison,23.0,84,76.0,76.0
Isaiah Koch,22.0,34,97.0,55.0
Jordan Sexton,18.0,38,66.0,60.0
Stephanie Logan,18.0,56,65.0,41.0
Joshua Downs,25.0,50,86.0,83.0
Brian Cox,21.0,87,86.0,84.0
Daniel Villa,19.0,96,77.0,87.0
Joel Shannon,18.0,84,93.0,48.0
Deanna Young,25.0,61,35.0,99.0
Lauren Stuart,18.0,74,94.0,58.0
David Cabrera,18.0,100,74.0,37.0
Ryan Harrison,23.0,46,41.0,30.0
Adam Mason,18.0,77,46.0,37.0
Darlene Elliott,19.0,89,69.0,91.0
Nathan Copeland,24.0,69,87.0,91.0
Glenn Morris,25.0,53,30.0,77.0
Ebony Moyer,23.0,72,55.0,99.0
Alexander Jones,22.0,84,51.0,39.0
John Santiago,20.0,40,32.0,41.0
Christine Short,18.0,49,82.0,78.0
Peter Miller,19.0,83,42.0,30.0
Evan Cook,19.0,90,90.0,55.0
Tanya Scott,23.0,99,79.0,45.0
Leslie Washington MD,18.0,55,57.0,30.0
Donna Martin,23.0,67,90.0,42.0
Ashley Hicks,21.0,37,97.0,81.0
Michael Anthony,23.0,35,65.0,78.0
Paul Blair,19.0,45,83.0,49.0
Rebecca Hartman,18.0,41,98.0,68.0
Harry Hill,22.0,67,100.0,35.0
David Fletcher,18.0,61,43.0,77.0
Edward Campbell,21.0,93,41.0,94.0
Natalie Smith,19.0,61,61.0,76.0
Gabrielle Collins,21.0,78,98.0,34.0
Dalton Sanders,25.0,79,66.0,46.0
Carol Huber,25.0,68,75.0,83.0
Carl Johns,22.0,31,34.0,36.0
Jeff Davis,20.0,47,90.0,80.0
Ryan Hudson,24.0,82,82.0,54.0
Raymond Adams,23.0,100,79.0,55.0
Bradley Wolfe,24.0,59,95.0,32.0
Matthew Kennedy,19.0,97,43.0,84.0
Sergio Bean,22.0,33,39.0,86.0
Amanda Watson MD,25.0,46,54.0,45.0
Eric Williams,24.0,41,99.0,93.0
Michael Park,18.0,35,58.0,31.0
David Burke,23.0,38,39.0,36.0
Michael Garrison,21.0,60,51.0,65.0
Carol Woods,23.0,76,41.0,33.0
Kathleen Martin,19.0,35,49.0,100.0
Jody Sanchez,23.0,39,66.0,88.0
Kevin Williams,21.0,46,79.0,67.0
Tonya Nash,20.0,47,52.0,98.0
Sandra Cross,19.0,75,58.0,98.0
Jacob Romero,18.0,31,58.0,36.0
Anita Buchanan,20.0,42,83.0,38.0
Brian Griffin,23.0,65,44.0,87.0
Tammy Mcgee,21.0,44,45.0,32.0
Sally Steele,25.0,96,73.0,99.0
Lauren Tapia,24.0,99,93.0,35.0
Michael Harris,21.0,49,44.0,39.0
Megan Moore,24.0,96,50.0,54.0
Stephen Williams,22.0,31,98.0,95.0
Nicholas Long,25.0,56,53.0,95.0
Penny Maldonado,18.0,70,30.0,72.0
Ryan Paul,22.0,96,63.0,33.0
Matthew Chandler,21.0,44,80.0,98.0
Tina Thomas,21.0,82,55.0,47.0
Mike Allen,21.0,38,49.0,77.0
James Davila,22.0,70,73.0,82.0
Steve Garcia,18.0,31,57.0,45.0
Mary Riley,25.0,86,98.0,91.0
Michael Calhoun,18.0,93,100.0,43.0
Anne Rosario,25.0,30,57.0,76.0
Valerie Silva,21.0,83,80.0,69.0
Amanda Moore,19.0,73,73.0,50.0
Kevin Moore,20.0,72,93.0,42.0
Joseph Wilson,23.0,93,47.0,72.0
Jasmine Oneill,24.0,62,90.0,43.0
James Vargas,22.0,43,69.0,79.0
Danielle Collins,23.0,81,60.0,76.0
Lauren Clark,21.0,59,99.0,63.0
Christopher Campbell,25.0,85,35.0,67.0
Stacey Thompson,20.0,55,67.0,99.0
Donna Oconnor,21.0,74,73.0,89.0
Michelle Hamilton,24.0,41,62.0,36.0
Jacob Ramirez,20.0,49,76.0,97.0
Michael Jones,24.0,55,77.0,73.0
Katherine Gonzales,25.0,60,63.0,48.0
Clayton Wong,18.0,94,67.0,57.0
Mark Walker,19.0,74,81.0,36.0
Stephanie Gonzalez,25.0,36,98.0,78.0
John Black,22.0,93,33.0,30.0
Brandy Martinez,19.0,75,31.0,32.0
Amber Shaw,20.0,83,43.0,57.0
Paula Vargas,22.0,44,57.0,33.0
Randy Lamb,22.0,94,95.0,61.0
Brian Dillon,23.0,87,83.0,84.0
Michael Taylor,21.0,69,76.0,59.0
Michael Woods,22.0,96,98.0,97.0
Alisha Huff,23.0,66,30.0,94.0
Scott Mills,19.0,38,56.0,39.0
Sheila Myers,23.0,36,98.0,93.0
David Shah,22.0,39,32.0,60.0
Ricky Francis,18.0,74,31.0,93.0
Marvin Williams,20.0,34,45.0,94.0
Christian Figueroa,24.0,62,92.0,39.0
Nicole Ward,23.0,92,41.0,94.0
Dawn Lewis,23.0,37,62.0,88.0
Alan Dodson,20.0,55,40.0,51.0
Shannon Hart,19.0,81,97.0,83.0
Steven Thompson,23.0,99,86.0,51.0
Alejandro Oconnell,24.0,66,77.0,56.0
Danny Jones,19.0,96,85.0,86.0
Austin Walker,18.0,42,61.0,69.0
Jacqueline Taylor,18.0,100,60.0,60.0
Natalie Norton,18.0,61,44.0,59.0
Catherine Gonzales,21.0,91,87.0,65.0
William Jones,23.0,70,58.0,48.0
Steven Miller,21.0,54,38.0,54.0
Jeffrey Hernandez,20.0,74,68.0,53.0
Angela Eaton,25.0,48,66.0,41.0
Hannah Rojas,21.0,44,56.0,82.0
Nicole Richards,22.0,60,48.0,85.0
Susan Shepherd,19.0,34,92.0,76.0
Laura Burke,25.0,39,86.0,55.0
Nicole Townsend,24.0,92,33.0,61.0
Kathleen Nguyen,20.0,91,98.0,92.0
Amanda Waters,22.0,83,46.0,58.0
Todd Parks,22.0,62,73.0,95.0
James Hernandez,21.0,35,69.0,40.0
Nathan Campbell,19.0,68,39.0,48.0
Kelly Thomas,21.0,72,98.0,99.0
Trevor Smith,24.0,61,65.0,35.0
Andrea Miller,24.0,92,49.0,52.0
Sherry Matthews,19.0,77,83.0,49.0
Dustin Griffin,25.0,40,83.0,79.0
George Williams,22.0,51,37.0,37.0
Christopher Richards,24.0,61,69.0,85.0
Dr. James Burke,22.0,42,100.0,38.0
Darrell Morton,25.0,89,42.0,50.0
Gabrielle Zimmerman,24.0,84,69.0,77.0
John Hart,25.0,40,77.0,54.0
Gary Hill,20.0,41,43.0,93.0
Neil Hayes,22.0,70,77.0,34.0
Jessica Dillon,19.0,92,78.0,48.0
Natasha Salazar,20.0,64,41.0,82.0
Lindsay Mcclure,19.0,41,56.0,32.0
Ronald Hansen,24.0,37,80.0,75.0
Leslie Price,25.0,45,40.0,68.0
Rachel Lopez,20.0,53,69.0,60.0
William Woodard,20.0,80,37.0,77.0
Christopher Sparks,24.0,74,96.0,100.0
Danielle Robinson,21.0,41,37.0,74.0
Nathan Johnson,18.0,65,57.0,38.0
Samuel Cole,22.0,50,55.0,72.0
Julie Hernandez,23.0,60,83.0,40.0
Joshua Williams,18.0,34,67.0,40.0
Kristen Taylor,18.0,98,82.0,47.0
Anthony Abbott,23.0,80,78.0,87.0
Nathan Robertson,25.0,72,60.0,68.0
John Jimenez,19.0,58,86.0,63.0
Heather Rogers,23.0,77,67.0,58.0
Joel Patton,22.0,77,95.0,71.0
Valerie Payne,20.0,98,65.0,47.0
Jennifer Solis,18.0,67,50.0,60.0
Pamela Lee,19.0,100,32.0,37.0
Joshua Villanueva,21.0,48,60.0,81.0
Laura Anderson,20.0,66,71.0,33.0
Christina Parks,19.0,63,66.0,51.0
Ashlee Goodwin,22.0,33,42.0,90.0
David Mcintyre,18.0,97,92.0,83.0
Michael Peterson,23.0,63,31.0,60.0
Tammy Ray,25.0,65,76.0,30.0
Daniel Wilson,18.0,98,53.0,95.0
Jonathan Moss,24.0,77,83.0,65.0
Rachael Lee,23.0,61,52.0,82.0
Steven Lara,22.0,79,92.0,98.0
Brianna Sanchez,22.0,68,82.0,46.0
Dominique Perez,24.0,49,74.0,61.0
Michael Nichols,19.0,96,92.0,88.0
Lisa Houston,20.0,97,49.0,68.0
Amy Mason,25.0,71,85.0,31.0
Bobby Horne,18.0,64,71.0,76.0
Alison Boyd,25.0,60,61.0,69.0
Ryan Brown,23.0,65,99.0,43.0
Victoria Wilson,19.0,73,78.0,86.0
Joseph Sutton,19.0,57,51.0,33.0
John Haynes,24.0,66,42.0,82.0
Kathy Velasquez,20.0,31,59.0,62.0
Eric Rich,24.0,97,51.0,90.0
Melissa Burns,23.0,85,56.0,90.0
Jessica Richardson,20.0,78,76.0,47.0
Sandra Hunter,23.0,86,86.0,55.0
Angel Gordon,24.0,64,41.0,85.0
Stacy Kelly,21.0,38,86.0,86.0
Martin Arnold,19.0,67,70.0,33.0
Gina Jenkins,18.0,96,56.0,82.0
Karen Walker,23.0,35,31.0,71.0
Dana Scott,25.0,82,50.0,81.0
Christopher Pineda,22.0,70,62.0,97.0
Mrs. Joan Sutton,25.0,85,49.0,61.0
Raymond Wilson,21.0,57,63.0,89.0
Mark Hawkins,22.0,53,67.0,73.0
Keith Le,21.0,72,87.0,44.0
Joseph Rivers,20.0,91,91.0,71.0
Tonya Smith,24.0,42,92.0,85.0
Nathan Mason,18.0,75,64.0,88.0
Darlene Gould,18.0,51,75.0,38.0
Tony Duncan,23.0,65,52.0,80.0
Lynn Ali,24.0,75,80.0,72.0
Theodore Jackson,19.0,55,86.0,68.0
Erin Pierce,25.0,95,40.0,39.0
William Becker,21.0,74,81.0,85.0
Mark Lewis,20.0,46,68.0,92.0
Charles Horton,18.0,55,52.0,41.0
Paul Lindsey,23.0,79,39.0,51.0
Kayla Newton,18.0,39,76.0,88.0
Kimberly Wang,21.0,84,30.0,40.0
Dustin Christian,18.0,100,44.0,68.0
Austin Perez,20.0,54,38.0,37.0
Joshua Perez,21.0,67,93.0,39.0
Dylan Welch,23.0,76,98.0,62.0
Stephanie Russell,20.0,89,78.0,63.0
Steven Thomas,23.0,79,48.0,77.0
Brittany Gonzales,20.0,59,54.0,64.0
Blake Glenn,24.0,51,35.0,38.0
Christopher Higgins,22.0,64,60.0,80.0
Eugene Padilla,22.0,38,72.0,34.0
Cheryl Glass,22.0,72,34.0,88.0
Michael Stephens,19.0,32,90.0,96.0
David Rogers,20.0,78,35.0,80.0
Kaitlyn Medina,25.0,93,45.0,44.0
Wendy Jones,19.0,44,93.0,66.0
Leslie Wade,22.0,44,96.0,63.0
Julie Fisher MD,25.0,65,94.0,98.0
Allen Kaufman,21.0,70,56.0,57.0
Kelly Craig,25.0,58,90.0,87.0
Ralph Williams,18.0,59,77.0,86.0
Jason Mccarty,21.0,53,34.0,61.0
Joseph Weber,19.0,35,70.0,66.0
Linda Duran MD,20.0,61,44.0,37.0
Lori Smith,22.0,71,46.0,55.0
Jamie Cooper,21.0,41,91.0,68.0
Laurie Jacobson,24.0,85,98.0,89.0
Kim Hartman,20.0,88,52.0,72.0
Kathryn Hunt,20.0,85,68.0,47.0
Benjamin Yang,25.0,85,90.0,51.0
Anthony Patel,25.0,32,45.0,66.0
Steven Johnson,21.0,77,86.0,78.0
Michelle Bradley,25.0,49,86.0,64.0
Linda Dunlap,19.0,85,42.0,53.0
Ms. Stacey Thompson DVM,25.0,75,83.0,95.0
Dr. Reginald Cook,19.0,34,63.0,33.0
Diane Hall,23.0,36,41.0,55.0
Stephanie Jackson,24.0,92,46.0,45.0
Dawn Miller DVM,24.0,89,96.0,43.0
Robert Young,23.0,65,93.0,32.0
Lisa Yoder,24.0,89,35.0,34.0
Ashley Taylor,22.0,82,64.0,66.0
Jose Irwin,19.0,49,68.0,93.0
Mark Smith,18.0,96,76.0,78.0
Renee Cannon,23.0,30,54.0,60.0
Kari Jones,24.0,76,44.0,65.0
Holly Tyler,22.0,66,95.0,49.0
Rebecca Weber,23.0,72,39.0,37.0
Michael Scott,22.0,47,83.0,58.0
Michael Strickland DVM,22.0,93,79.0,88.0
Frank Vasquez,25.0,98,98.0,58.0
Michael Miller MD,23.0,30,30.0,98.0
Patrick Davis,18.0,62,86.0,47.0
James Underwood,25.0,32,53.0,39.0
Robert Flores,22.0,93,39.0,37.0
Regina Jones,22.0,62,55.0,90.0
Dwayne Smith,19.0,43,38.0,94.0
Natalie Cameron,21.0,39,78.0,88.0
Douglas Everett,19.0,46,56.0,88.0
Michael Powers,22.0,80,37.0,83.0
David Nash,25.0,30,78.0,40.0
Melissa Ray,21.0,84,64.0,69.0
Travis Jacobs,18.0,37,86.0,59.0
Christina Washington MD,24.0,65,90.0,34.0
Kyle Brady,20.0,38,33.0,93.0
Amy Curry,19.0,38,54.0,75.0
Nancy Wallace,22.0,89,39.0,50.0
Robert Glover,20.0,98,46.0,38.0
Mrs. Jessica Thomas,20.0,77,50.0,83.0
April King,24.0,80,77.0,58.0
Juan Perry,20.0,83,74.0,39.0
Martin Scott,22.0,75,75.0,78.0
Michelle Donovan,23.0,65,78.0,50.0
Eric Juarez,22.0,48,88.0,100.0
Stephanie Terry,18.0,36,91.0,51.0
Judy Schwartz,23.0,61,98.0,91.0
Gerald Wood,25.0,74,33.0,73.0
Samuel Gross,24.0,52,35.0,40.0
Tonya Fuller,24.0,54,78.0,98.0
Mr. Christopher Patel,19.0,46,31.0,91.0
Kelly Mccoy,23.0,91,40.0,33.0
Mark Guzman,19.0,68,65.0,53.0
Lydia Davidson,22.0,47,37.0,42.0
Samantha Ramirez,23.0,91,41.0,87.0
Stephen Perry,23.0,72,45.0,98.0
Raymond Howell,21.0,46,88.0,63.0
Brandon Mendez,21.0,46,33.0,72.0
Nicole Jones,23.0,93,67.0,73.0
Kelli Stanley,19.0,36,48.0,34.0
Kenneth Robinson,23.0,33,55.0,30.0
Melissa Howard,25.0,62,65.0,49.0
Karen Sawyer,19.0,86,67.0,89.0
Robert Sutton,22.0,39,87.0,30.0
Jonathan Peterson,18.0,60,82.0,82.0
Richard Camacho,20.0,31,54.0,86.0
Michaela Butler,18.0,81,83.0,30.0
Kenneth Francis,24.0,53,61.0,35.0
Becky Griffin,20.0,95,58.0,61.0
Gregory Lucero,20.0,62,66.0,88.0
Randall Buckley,22.0,78,67.0,55.0
Joshua Henry,19.0,47,94.0,86.0
Brandi Sharp,21.0,35,87.0,96.0
Rose Livingston,18.0,56,63.0,79.0
Madison Parker,21.0,66,49.0,61.0
Kimberly Perry,20.0,93,92.0,78.0
Mr. Cesar Zavala,22.0,43,78.0,62.0
Jaclyn Wood,18.0,34,51.0,52.0
Deborah Garcia,25.0,98,99.0,49.0
Tamara Snyder,23.0,91,76.0,94.0
Jeffrey Ross,18.0,99,65.0,61.0
Stephanie Allen,25.0,96,78.0,31.0
Steven Becker,19.0,32,83.0,72.0
Austin Moreno,19.0,73,64.0,75.0
Tracy Peck DDS,25.0,33,34.0,81.0
Lawrence Williams,25.0,77,63.0,44.0
Ariel Green,24.0,31,54.0,75.0
Mark Olson,20.0,65,65.0,40.0
Katherine Perez,18.0,33,93.0,76.0
Eric Gomez,18.0,85,36.0,47.0
Tim Arnold,22.0,94,97.0,80.0
Tina Copeland,20.0,36,85.0,99.0
Joann Chen,21.0,30,30.0,85.0
Terri Hall,20.0,82,89.0,96.0
Megan Meyers,25.0,47,77.0,87.0
William Harris,21.0,81,88.0,37.0
Michael Powell,18.0,71,48.0,70.0
Isabella Harmon,21.0,50,50.0,95.0
Trevor Duncan,21.0,81,37.0,31.0
Joseph Alexander,19.0,96,100.0,87.0
Jennifer Perry,22.0,79,63.0,79.0
Julia Thomas,23.0,95,75.0,51.0
Kim Johnson DVM,18.0,52,89.0,47.0
Martin Estrada,19.0,49,50.0,35.0
Keith Chang,23.0,86,80.0,33.0
Michael Carr,19.0,56,57.0,79.0
Kenneth White,20.0,62,56.0,83.0
Kristin Smith,24.0,90,92.0,47.0
Samantha Hanson,25.0,70,31.0,59.0
Patricia King,25.0,98,92.0,95.0
Jay Sandoval,24.0,49,84.0,61.0
